id,titulo,subtitular
082824guate,resguardan a 323 estudiantes,ministerio de educacion municipalidad y comunitarios participaron en la construccion del muro perimetral en escuela de ojo de agua
082824norte,amenazan a choferes,policia investiga origen de intimidacion a transportistas
082824sur,van cuatro robos este aÃ±o,mas de q25 mil ha perdido la escuela para niÃ±as de obregon
082824oriente,vuelven a clases tras reparacion de escuela,techo de plantel se desplomo hace mas de un aÃ±o
082824occidente,instalan 27 camaras en mercado,centro comercial de la zona 1 esta bajo vigilancia para mayor seguridad
082824centro,5 mil 499 salvadoreÃ±os visitaron el departamento,
082924nacional,caen 28 sindicados por extorsion,se les seÃ±ala de ser los responsables de exigir hasta q10 mil semanales a empresarios de transporte
082924guate,colocaran 350 camaras,el ministerio de comunicaciones en conjunto con varias municipalidades buscan mejorar el monitoreo del transito en los ingresos a la capital
082924norte,despiden a profesor,rinden homnejae a exdirector de bomberos voluntarios educador y protector de animales
082924sur,se daÃ±a por tercera vez,rio seco arrastra material que afecta paso por baden
082924oriente,esperaron 17 aÃ±os para contar con edificio,edificio construido con ayuda de vecinos y migrantes radicados en eeuu beneficia a 217 estudiantes
082924occidente,marcan puestos para la feria chiantleca,se intalaran 250 vendedores para la fiesta de la natividad
082924centro,cierran paso por socavamientos,
083024nacional,helicoptero se accidenta,aeronave hace aterrizaje defectuoso salen ilesos el ministerio de energia y minas y ejecutivos del secto electrico
083024guate,uniran esfuerzos,instituciones se reunen y acuerden implementar mayores mecanismos para mejorar la seguridad en el municipio
083024norte,700 niÃ±os sufren desnutricion aguda,cuatro municipios son los mas afectados
083024sur,se escondio de sicarios,hombre muere en el hospital tras ser atacado a balazos en su habitacion
083024oriente,levantan pasarela en la entrada a la ciudad,estructura conecta extremo de carretera de cuatro carriles
083024occidente,fingio su secuestro,adolescente y su novio pidieron q300 mil a su familia
083024centro,la dideduc no autoriza las antorchas,recorridos se realizaran bajo la responsabilidad
083124nacional,rayo fulmina a mujer y a dos niÃ±os,resguardarse debajo de un arbol mientras llovia les cuesta la vida en el mes ocurrieron cinco hechos similares
090124nacional,habrian robado un millon,pnc los detiene despues de asaltar agencia bancaria
090224nacional,zona 3 escenario de otro asesinato,ayer murio acribillada la victima 46 en lo que va del aÃ±o era un joven que discutÃ­a por el resultado de un juego de futbol
090224guate,preven mejoras para pasajeros,trabajan en proyecto para unir alternativas de transporte con orden y seguridad
090224norte,picop los arrolla,accidente deja dos fallecidos en el cruce de san antonio
090224sur,lo machetean y lo dan por muerto,bajo engaÃ±os lo sacan de fiesta y atacan con arma blanca
090224oriente,se estrellan contra vehiculo,amigos regresaban de una fiesta uno muere en el lugar y el otro esta entre la vida y la muerte
090224occidente,aumentan veulos a xela la feria,se esperan de cinco a siete viajes comerciales esta semana en el aeropuerto los altos
090224centro,rios se desbordan e inundan dos aldeas,santa ana y san felipe de jesus son las afectadas
090324nacional,q227 millones se han evitado pagar extorsiones,mil 358 han sido condenados y mil 545 aprehendidos en 2024 algunas victimas han tenido que dejar sus vidas y pertenencias para huir de este flagelo
090324guate,unen esfuerzos,autoridades estudiantes y deportistas participan en jornada de limpieza del lago amatitlan
090324norte,sospechoso de asaltos,hallan cadaver con caracteristicas similares a las de seÃ±alado por robo a negocio
090324sur,le disparan en campo de futbol,dos hombres mueren en el hospital tras balacera en el barrio el manglar
090324oriente,albaÃ±il se ahoga en riachuelo,vecino habria resbalado en poza patrulla especial de rescate ubica el cuerpo
090324occidente,a juicio por matar a su suegra,karym rosmery valdez ovalle es seÃ±alada de tres delitos
090324centro,negocios se ven afectados por las extorsiones,chantajean a comercioos ubicados en 4 zonas de la ciudad
090424nacional,confiesa asesinato y lo dejan libre juez dicta falta de merito en entrevista revelo como habria cometido el crimen,
090424guate,dos decadas de formacion artistica,centro cultural municipal que a diario recibe a cientos de personas podria cambiar de instalaciones autoridades dialogan para encontrar una solucion
090424norte,van 24 capturas por estafas,detienen a tres personas por casos especiales en distintos punto
090424sur,retiran maquinas,23 negocios cumplen disposicion municipal
090424oriente,vecinos en riesgo por disparos al aire,quince vivendas de aldea los limones han sido afectadas por proyectiles
090424occidente,sindican a hombre de abusar de una adolescente,detenido por violacion
090424centro,agricultor muere atropellado,compaÃ±ero de victima es llevado grave al hospital
090524nacional,se apoderan de casas para delinquir,extorsionistas negocian alquileres de viviendas para convertirlas en centros de operaciÃ³n
090524guate,temen mas inundaciones,vecinos que viven en las orillas del rio las minas en valle verde estan en peligro dos familias han perdido todo
090524norte,registran 1075 casos de dengue,dos pacientes han fallecido en el hospital regional por la enfermedad
090524sur,amigo lo ataca por no invitarlo,machetea a jorge coronado afuera de una cantina
090524oriente,van 63 denuncias por extorsion,delicuentes obtienen numeros telefonicos de las redes para amenazar
090524occidente,9 nilÃ±as de 13 aÃ±os han dado a luz,casos se han registrado en 5 municipios
090524centro,entregan puestos a mas de 100 comerciantes,instalaran juegos mecanicos y alimentos cerca del estadio tzocoma
090624nacional,orgullo patrio,la selecciÃ³n le gana a martinica en el mes de nuestra independencia
090624guate,concluyen taller,autoridades y embajada de estados unidos instriuyen a 308 niÃ±os para no ser parte de las pandillas
090624norte,se empottra en un local,empleados se salvan de ser embestidos por chofer ebrios
090624sur,muere al volcar lancha,pescadores lamentan que falta de mantenimiento en bocabarra cause accidentes
090624oriente,muere arrastrado por el rio,cuerpo de hombre es ubicado debajo del puente que lleva a la colonia villa hermosa
090624occidente,roban en 10 locales del mercado,comerciantes sanjuaneros exigen mas seguridad
090624centro,invierten q1.3 millones en obra,vecinos de xecocol aportan y construyen alcaldia auxiliar en cuatro aÃ±os
090724nacional,mil 525 fallecidos en accidentes,en lo va de 2024 se han producido 5 mil 309 percances de transito solo ayer murieron 6 en 2 sucesos
090824nacional,reo mata a salvatrucha,supuesto pandillero fue atacado por rival de barrio 18 condenado a 250 aÃ±os de prision
090924nacional,19 niÃ±os han muerto por disparos,tambien van 182 menores heridos en lo que va de 2024
090924guate,construyen pasarela,trabajn para restablecer el paso peatonal en noviembre proximo en el anillo periferico
090924norte,criminales los esperaban,ataque armado deja un muerto y dos heridos en teleman
090924sur,los amarran y le dan muerte,guardias encuentran cadavez de un desconocido en caÃ±averal
090924oriente,exportan a asia y estados unidos,agricultores abren paso diferentes con cultivos
090924occidente,200 agentes vigilan la feria,organizadores buscan prevenir hechos delicitivos durante festejos patrios
090924centro,electa flor nacional del pueblo,juana gonzales sobresale ante 38 soberanas en ceremonial ukotzijal mayab tinimit
091024nacional,los ticos sufren en guate,costa rica no vence a la azul y blanco en el doroteo guamuch flores desde hace 19 aÃ±os
091024guate,levantan muralla,comuna lleva a cabo acciones para evitar mayoers daÃ±os en el porvennir golpeado por correntadas del rio las minas
091024norte,abandonan sus casas,inundaciones afectan a mas de cien familias en el departamento
091024sur,rio mazate lo arrastra,empleado municipal cayo en el caudal el sabado en siquinala
091024oriente,empieza la feria septembrina,desfiles hipico y escolares bailes sociales y jornadas deportivas animan celebracion
091024occidente,arranca la feria,mas de 2 mil alumnos de primaria inauguran xelafer con desfile
091024centro,seis acusados de plagio o secuestro,hoy comienza huicio contra integrantes de una banda
091124nacional,asesinado en centro de salud,balean a joven mototaxista que acompaÃ±aba a su esposa a control medico por su embarazo
091124guate,temen por el cerro alux,piden mas acciones para evitar contaminacion la tala y falta de proteccion de las fuentes de agua
091124norte,becan a 11 extranjeros,centroamericanos viajan para estudiar ingenieria forestal en escuela ecologica
091124sur,arbol le cae a su vehiculo,adulto mayor trataba de salir de lodazal de derrumbe en sanra rita
091124oriente,beleado frente a centro comercial,ataque contra mecanico ocurrio cerca de iglesia
091124occidente,ocho policias protegen a 75 mil vecinos,vecinos y comerciantes exigen mas patrullajes
091124centro,hace aÃ±o y medio que no reparan socavon,hundimiento ocurrio en marzo de 2023 y familias siguen en reisgo
091224nacional,lo matan entrando a su casa,minutos antes habi dejaod a su sobrinos en escuela le disparan 12 veces
091224guate,ampilan cobertura,autoridades supervisan linea 305 de tubus la cual conectara el trebol de vista hermosa con la terminal
091224norte,comienzan veladas civicas,estudiantes y pobladores comparten en festejos por la independencia
091224sur,en riesgo 7 comunidades,descenso de lahres del volcan de fuego afecta por la barranca el jute
091224oriente,acompaÃ±aba a nieto a la escuela,microbus arrolla a mujer en el carrizal grande tras falla en el sistema frenos
091224occidente,ayudaba a su papa en un taller,jven de 19 aÃ±os pierde la vida en accidente
091224centro,invierten q2 punto 7 millones para edificar puente,trabajos duraron 8 meses y benefician a 2 mil 931 vecinos
091324nacional,ejecutados mientras esperaban bus,tres hombres mueren en ataque antes de amanecer cuando iniciaban jornada
091324guate,viven de sus cosechas,para mejorar siembras de frijol maiz cafÃ© y piÃ±a entre otros productos agricultores reciben fertilizantes
091324norte,demuestran fervor civico,caminata de preprimaria contagia alegria patriotica
091324sur,llenan las calles de alegria civica,mas de 2 mil estudiantes del nivel medio participan en segunda caminata
091324oriente,arrancan festejos por independencia,estudiantes se involucran en actividades civicas por tres dias
091324occidente,exaltan a la patria,mas de 2 mil alumnos de preprimaria alegran la feria de independencia
091324centro,le celebran a guatemala en su indepencia,
091424nacional,llevan con orgullo el fuego patrio,estudiantes y vecinos recorren carreteras para trasladar antorchas
091524nacional,celebran la independencia,con antorchas izada de la bandera y caÃ±onazos se conmemoran 203 aÃ±os
091624nacional,peligro en la ruta,mujeres son victimas de robos y abusos sexuales en taxis ilegales
091624guate,tu nombre inmortal,de varias formas niÃ±os jovenes y adultos celebran a lo grande la independencia
091624norte,festejan la liberta y soberania del pais,pobladores de toda la region salen a las calles a celebrar la independencia
091624sur,honran a la patria,miles de estudiantes marchan y festejan emancipacion
091624oriente,demuestran su amor por el pais,alumnos de diferentes centro educativos desfilan por guatemala
091624occidente,que viva guatemala,estudiantes altenses rinden honores a la patria en las fiestas de independencia
091624centro,celebran la independencia,alumnos de 41 planteles de la antigua guatemala y ciudad vieja desfilan
091724nacional,rivalidad entre pandillas deja tres muertos,investigadores aseguran que dos ataques armados ocurridos ayer fueron por pelea de territorio por venta de drogas y extorsiones
091724guate,agilizan el paso,ampliacion de carril reversible queda fija a partir de hoy desde el kilometro 19 hacia la ciudad
091724norte,lo balean dentro de su vivienda,autoridades sospechas de personas cercanas a la victima
091724sur,dos vehiculos agarran fuego,microbuses estaban estacionados en una galeria
091724oriente,vertedero municipal sera mejorado,anuncian instalacion de garita y muro perimetral en basurero
091724occidente,reinas se despiden de xelafer,bellezas engalanan desfile de carrozas que recorre la ciudad
091724centro,ventarron derriba techo escolar,mal clima interrumpe actividades patrias en escuela de la aldea bola de oro
091824nacional,le disparan cuando recibia clases,estudiante de 15 aÃ±os fue atacado por otro menor quien lo baleo en la cabeza cuando estaba sentado en su escritorio
091824guate,inician la perforacion,vecinos de santa fe ocana pasaron mas de 50 aÃ±os con pozos artesanales de agua
091824norte,chofer queda en medio de tiroteo,resulta herido al recibir dos impacto de bala
091824sur,hombres armados exigian dinero,policia captura a dos personas en centro comercial
091824oriente,choque deja un muerto y un herido,hombre fallece en el hospital a causa de las lesiones en la cabeza y el rostro
091824occidente,bloquean ingreso a san pedro,taxistas y comerciantes rechazan incrementos cobro de arbitrios
091824centro,herido en asaltado a bus,ladrones de sus pertenencias a 15 pasajeros de unidad
091924nacional,le preguntan direccion y lo balean,asesinan a repartidor de respuestos fue interceptado por supuestos pandilleros que se le acercaron con engaÃ±o
091924guate,mejoraran movilidad,continuan los trabajos para los semaforos inteligentes cuya primera fase podria empezar a funcionar en febrero de 2025
091924norte,asesinado a balazos,rodolfo lima se encontraba en plaza donde se instalan locales para la feria
091924sur,rayo lo alcanza,adolescente caminaba cerca de potrero al recibir descarga electroatomosferica
091924oriente,muere al chocar contra pared y baranda,recien habia invitado a celebrar los 8 aÃ±os de su hija
091924occidente,se lleva moto que tenia reporte de robo,la policia captura a hombre en el mercado la democracia
091924centro,habia ido a visitar la tumba de su padre,muere arrollada por un camion novio quedo grave
092024nacional,policias integraban banda los pupas,grupo de sicarios estaba integrado por seis policias y un particular se les investiga por cobro de extorsiones y asesinatos les decomisan arsenal
092024guate,comienzan pavimentacion,por mas de dos decadas vecinos de boca del monte han sufrido por el mal estado de las calles
092024norte,cae presunto marero,capturan con droga al papaleta supuesto miebro de la banda porteÃ±os locos
092024sur,han robado en tres casas,dos ladrones acechan en la colonia pantaleoncito
092024oriente,dos adolescente mueren por dengue,aumentan casos en el departamento y poblacion exige a salud tomar medidas
092024occidente,785 vecinos damnificados por las lluvias,mas de cien vivendas afectadas y cuatro puentes daÃ±ados
092024centro,bloquean calles de san pedro la laguna,municipalidad autoriza 113 nuevos tuctuc en el municipio
092124nacional,matan a testigo de crimen,acaba de regresar al pais y participaria en una diligencia judicial pero lo ultiman afuera de un restaurante
092224nacional,masacran a 8 en la carretera,seis hombres y dos mujeres mueren tras sr victimas de un ataque cuando iban picop
092324nacional,servicios de salud son insuficientes,diversos factores son obstaculo para que 73 de cada 100 guatemaltecos no puedan acceder a la atencion medica estatal
092324guate,instruyen a conductores,cerca de 3 mil motoristas aprenden a movilizarse en forma responsable y obtienen rebajas en multas de transito
092324norte,matan al incaparina,grupo de limpieza se atribuye hecho armado contra presunto ladron
092324sur,asesinan a comerciante,sicarios atacan a balazos al masha cuando iba a surtir su minitienda
092324oriente,calidad bienvenida a reina naciona,despues de representar a chiquimula en xela jennifer ortiz es recibida con algarabia
092324occidente,investigan muerte de mujer,vecinos encuentran cadavez en la colonia molina
092324centro,sentencian por extorsion,mujer es condenada a cuatro aÃ±os por prestar cuenta bancaria
092424nacional,correntada arrastra a niÃ±o,menor nadaba con un amigo cuando la lluvia causa la fuerza del rio se lo lleve bomberos y familiares lo buscan
092424guate,viven en peligro,desde hace mas de dos aÃ±os las 75 familias que residen en el asentamiento 5 de enero piden ayuda a las autoridades porque no tienen donde ir
092424norte,bus arrolla a dos menores de edad,se cruzaron al otro carril sin precaucion
092424sur,lo tiran al rio luego de robarle,anciano fue rescatado del afluente tras ser lanzado por delicuentes
092424oriente,vuelco de picop deja 12 heridos,tres resultan graves y nueve con lesiones leves en accidentes en la aldea los jutes
092424occidente,logran acuerdo vecinos de onas 6 y 7 acceden a colocacion de tuberia en viaducto,
092424centro,lluvias causan daÃ±os en 4 sectores de la ciudad,muro perimetral de escuela colapsa y mercado la terminal se inunda
092524nacional,mueren 46 niÃ±os por desnutricion,victimas son menores de 5 aÃ±os los lugares con mas casos son alta verapaz chimaltenango chiquimula escuintla y quiche entre otros
092524guate,tienen una tragedia,desde hace un aÃ±o lluvias han afectado sectores de la colonia santa marta 1 vecinos piden a las autoridades actuar cuanto antes
092524norte,este aÃ±o van 15 detenidos por agresion sexual,
092524sur,preparan nuevo cementerio,en el camposanto general ya no quedan espacios
092524oriente,retoman trabajos despues de 9 meses,edificacion de puente habia quedado abandonada tras cambio de gobierno
092524occidente,la ciudad procer se viste de fiesta,estudiantes alegran las calles en inicio de la feria patronal
092524centro,seis aÃ±os de prision por asaltar a taxista,tribunal los halla culpables de delito de robo agravado
092624nacional,7 de cada mil niÃ±os padecen desnutricion,los mas afectados son los de 2 aÃ±os en abril se reporto la cifra mas alta de muertes por hambre con 13
092624guate,advierten a delicuentes,comunitarios colocan mantas y anuncian por varias vias que no permitiran mas hechos criminales
092624norte,en alerta roja por dengue,casos atendidos en el hospital regional llegan 1 mil 683
092624sur,apuÃ±alan a comerciante,malhechores lo atacan cuando cerraba su negocio en el metamercado
092624oriente,identifican 285 mototaxis,buscan controlar que unidades preseten buen servicio y prevenir hechos delictivos
092624occidente,reciben la bendicion de la patrona,presentan a niÃ±os ante la virgen del rosario
092624centro,falta equipar centro de salud,lugar fue inaugurado hace dos meses pero aun no atiende a la poblacioon
092725nacional,habrian matado a 30 personas,detienen al panda y a 4 delicuentes mas pnc los seÃ±ala de causar temor al asesinar y cobrar extorsion a pobladores de barcena
092725guate,vecinos de las mercedes estamos abandonados,desde hace 20 aÃ±os lotificacion sufre por vias en mal estado inseguridad y falta de alumbrado publico entre otras cosas
092725norte,asfaltaran 37 kilometros,trabajos en carretera internacional beneficiaran a 30 comunidades
092725sur,rechazan cobro por ingresar al municipio,transportistas seÃ±alan que es ilegal
092725oriente,arranca fiesta san miguel a san miguel arcangel,vecinos de aldea maraxco disfrutan de actividades sociales religiosas y deportivas
092725occidente,traslada a la virgen del rosario,empiezan los festejos en honor a la patrona de quetzaltenango
092725centro,acusado de matar a su papa,enfrenta juicio por muerte de su progenitor a quien habria golpeado en la cabeza tras pelea
092825nacional,reos peligrosos con grilletes en manos y pies,presidios implementa medidas para aumentar la seguridad y evitar fugas en traslado de reclusos
092925nacional,13 accidentes aereos han dejado 5 muertos,tragedias tambien suman este aÃ±o 25 heridos en una decada en el pais han ocurrido 142 incidentes en el aire
093025nacional,acribillan a tiktokera,criminales simulan ser clientes ingresan a negocio y atacan a victima
093025guate,alarma por agujero,vecinos piden reparar daÃ±os en centro del puente que comunica con san raymundo
093025norte,lo hallan en hondonada,familiares llevaban cinco dias buscando a manuel chub
093025sur,vehiculo iba sobrecargado,percance vial deja una mujer fallecida y tres hombres heridos
093025oriente,desfile hipico anima fiesta patronal,
093025occidente,celebran a san miguel en su dia,cientos de devotos acompaÃ±an procesion del patrono
093025centro,trasladaran puesto de salud,habilitaran edificio sin usarse desde hace seis aÃ±os para mejorar atencion
100124nacional,toneladas de lodo tapan carretera,deslaves dejan interrumpido el transito de vehiculos en el sector conocido como el mal paso
100124guate,crecen con ritmo,ninos comparten su pasion por la musica y sus suenos cuando sean grandes
100124oriente,estan llenos de ilusiones,pequenos esperan cumplir suenos y son agasajados
100124norte,les ilusiona el futuro,pequenos comparten sus suenos ocurrencias y anhelos
100124sur,suenan en grande,pequenos de la region festejan con alegria
100124centro,tienen muchos suenos por cumplir,ninos hablan de sus planes y de lo que quieren ser cuando crezcan
100124occidente,sonrisas llenas de amor y esperanza,ninos de la region comparten sus suenos y aspiraciones
100224nacional,caen 25 policias senalados de ayudar a coyotes,cobraban usd350 a cada migrante para movilizarlo de esquipulas a la capital
100224guate,circulan sin dificultad,cuatro meses duraron los trabajos de pavimentacion en la ruta al occidente del municipio
100224oriente,queria ser agronomo,joven fallece en accidente de transito y allegados le dan triste adios
100224sur,atacan a dos tenderos,desconocidos saludan a pareja y luego les disparan
100224norte,caudal vuelve a salirse de cauce,rio jubuco afecta paso a comunidad chapulquito
100224centro,despejan paso de san lucas a patulul,cuerpo de ingenierosdel ejercito recoge tierrra y rocas alternan paso cada 30 minutos
100224occidente,dos menores mueren por dengue,el hospital regional de occidente reporta dos decesos a causa de la enfermedad
100324nacional,lluvias colapsan rutas al sur,correntadas con lodo rocas y otros materiales bloquean carretera antigua de palin a escuintla
100324oriente,lo matan a golpes,victimarios lo esperaban y tras vapulearlo lo abandonan en camino de terraceria
100324sur,muere tras caer de puente,es la quinta persona que se ha precipitado a riachuelo en el canton pueblo nuevo
100324norte,cae por posesion de pornografia infantil,alerta de vecinos permite captura de hombre de 42 anos
100324guate,adquieren conocimientos,policia municipal empieza proyecto de capacitacion en primeros auxilios con 50 agentes
100324centro,50 grupos elaboran los barriletes,queda menos de un mes para el 125 festival
100324occidente,arrancan festejos en honor a san francisco,habran bailes actividades religiosas y culturales
100424nacional,sepultados por alud,siete personas son soterradas y varios vehiculos aplastados por toneladas de tierra primeras dos victimas encontradas sin vida
100424guate,adoquinan calle principal,mas de mil vecinos del barrio la cruz dejara de caminar entre el polvo y el lodo
100424centro,esperan a 10 mil visitantes en festival del nispero,actividad que se celebra el 9 y 10 de este mes genera q1 punto 5 millones en ingresos
100424sur,en riesgo de colapsar,puente en la ruta ca2 tiene serios danos desde hace un mes
100424norte,derrumbes afectan la rn5,transportistas senalan que ruta nacional se encuentra en abandono
100424oriente,joven mujer muere tras sifrir disparos,estaba con su sobrino quien resulto herido
100424occidente,es senalado de abusar de nina,julio cesar vasquez era buscado por violacion desde 2015
100524nacional,balacera durante velorio,en una cantina donde se efectuaba un funeral delincuentes entran a disparar matan a uno y hieren a cuatro asistentes
100624nacional,cae el tigre con armas en pavoncito,mynor oajaca y cuatro hombres fueron capturados en un penal en posesion de objetos ilicitos
100724nacional,mas de 500 baches,nuestro diario recorrio las rutas internacionales y encontro agujeros concreto hundido o levantado falta de senalizacion y mantenimiento
100724guate,dan luz verde al aerometro,aprueban concesion para implementar el sistema de transporte publico por cable aereo en su fase 1
100724oriente,eligen a autoridades del pueblo chorti,tendran representacion ante el codede
100724occidente,hoy celebran a la patrona de xela,cofradia recorre las calles de la ciiudad
100724sur,perece en la circunvalacion,joven acababa de salir del trabajoque consiguio en sus practicas
100724norte,cae por extorsion,en allanamientos tambien incautan celulares y libretas bancarias
100724centro,clausuran feria en honor a san francisco,tecpanecos y visitantes gozan del ultimo dia de celebraciones
100824nacional,intentan huir pero matones lo alcanzan,sicarios disparan contra vendedor de jugos segÃºn la pnc victima tenia orden de captura por delitos ligados al narcotrafico
100824guate,se unen a festejo,al ritmo de la musica y para olvidar las penas cientos de personas participaron de la expo chicha 2024
100824oriente,mas de 10km de cola por derrumbe,deslizamiento de tierra en km 61 complica transito alternan paso a cada 20 minutos
100824occidente,diez heridos en accidente,feligreses son embestidos al salir de la iglesia
100824sur,le disparan en la cabeza,desconocidos comienzan tiroteo en colonia monte alegre
100824norte,reportan 23 casos de hepatitis a,los afectados son menores de 10 anos
100824centro,caen en hondonada de 200 metros,nueve personas que viajaban en picop son llevadas graves a hospital tras accidente
100924nacional,el tormento de conducir en las rutas del pais,baches que ocasionan desperfectos mecanicos accidentes y largas filas de vehiculos son algunas de las problematicas generadas por el mal estado de las carreteras
100924guate,habilitan centros,inician campana nacional antirrabica cuyo objetivo es proteger a los vecinos y a sus mascotas
100924oriente,van 48 horas de trabajo,retiro de rocas tras derrumbe podrian finalizarse en 72 horas segÃºn el civ
100924sur,habilitan paso dos meses despues,esfuerzo local permite reparar hundimiento en ruta a caballo blanco
100924norte,piden usar vias alternas,trabajos de pavimentacion en el sector la pita se ejecutaran durante tres meses
100924occidente,avanza reparacion de carretera,paso sera irregular por 15 dias mas
100924centro,van cinco derrumbes en este ano,deslizamiento de tierra obstruye paso en el km 99 punto 5 de la ruta interamericana
101024nacional,le disparan por pelear en el transito,discusion entre chofer de autobus y automovilista termina en violento ataque armado
101024guate,deterioro en aumento,estructura del puente las vacas tienen mas de 70 por ciento de dano segÃºn evluacion realizada por la conred
101024oriente,obra favorece a familias de cinco comunidades,proyecto sera entregado a finales de este mes
101024sur,choca contra camion frutero,hombre regresaba de dejar a un pasajero en san jose la maquina
101024norte,1500 familias seran beneficiadas,tras esperar por varios anos se pavimentaran 215 metros
101024occidente,1300 personas atacadas por perros,personal de salud emprende jornada de vacunacion en la ciudad
101024centro,esperan medio millon de personas en festival,el octavo festival de las flores sera el 16 y 17 de noviembre
101124nacional,asesinado al salir de la escuela,habia aprovechado irse temprano para saludar a amiga cuando sicario le da muerte
101124sur,muere al caer en hondonada,creen que hombre se resbalo al rio mopa
101124guate,25 anos sin solucion,vecinos de la colonia villas del rio relatan el calvario que viven cada invierno por el desbordamiento del michatoya
101124norte,bachean por su cuenta,a la semana mas de 300 vehiculos con turistas circulan por la ruta ca 14
101124oriente,exigen reparacion de 16 km de carretera,comunitarios bloquean ruta fronteriza para demandar arreglos
101124occidente,ley permite retirar chatarra de 20 anos,centro de salud y escuelas seran beneficiados
101124centro,shin recorre calles de la antigua,filantropo atraviesa el pais con la consigna de recaudar fondos para construir escuelas en honduras
101224nacional,somos lideres,guatemala amanece en el primer lugar de su grupo el martes visita costa rica en la ruta a copa oro 2026
101324nacional,universitaria asesinada,sicario la sorprende al salir de clases ataque podria ser por una deuda
101424nacional,atacan con machete a madre e hija,adolescente muere por herida en la cabeza y su mama esta grave
101424guate,semillero de fe,replica de la virgen del rosario recorre el centro historico en hombros de 400 ninos
101424centro,en 8 meses tendran nuevo edificio,demuelen alcaldia indigena despues de 47 anos de funcionamiento
101424oriente,cuatro personas asesinadas en 24 horas,el mas reciente fue el hallazgo del cadaver de un hombre entre cafetales
101424sur,sufre golpes mortales,menor muere en el intensivo tras accidentarse al pasar por un bache
101424norte,vendia articulos robados,hombre tambien tenia dos ordenes de captura
101424occidente,20 agentes vigilan el cementerio general,implementan plan de seguridad para el 1 y 2 de noviembre
101524nacional,maestra se opone a asalto y le disparan,delincuentes iban en moto se le cruzan en la ruta y abren fuego profesora queda herida
101524guate,viven calvario por inundacion,ayuda humanitaria llega a mas de 40 familias de colonias villas del rio y gonzalez afectadas por el desborde de mochatoya
101524sur,trailer se empotra en una vivienda,dos mujeres que dormian en sus habitaciones resultaron ilesas
101524norte,terminaran ano en galera,alumnos esperan por aulas en escuela de los magueyes
101524oriente,estadio de agua blanca costara q5 millones,construccion de espacio deportivo con capacidad para 1200 personas se hara en 8 meses
101524centro,habilitan area para ventas de fin de ano,36 lugares son puestos a disposicion de comerciantes en la terminal de buses
101524occidente,atienden a pacientes en carpas y toldos,centro de salud carece de un servicio digno
101624nacional,115 migrantes guatemaltecos estan desaparecidos,buscaban el sueno americano y se cree que se perdieron en mexico son oriundos de huehuetenango quetzaltenango san marcos y quiche
101624guate,cambian pavimento,mejoras empiezan en la 6a avenida y se extenderan en 50 metros lineales del centro urbano
101624oriente,edificacion de puente tiene 10 meses de atraso,paso de doble via estaria beneficiando a mas de 60 mil pobladores
101624sur,muere de un golpe en la cabeza,investigaran si hombre fallecio al caerse o si hubo mano criminal
101624norte,tres heridos en percance,familiares quedan lesionados al accidentarse en ruta la maquina
101624centro,invierten q2 punto 7 millones en puesto de salud,centro beneficia a mas de 5 mil vecinos de cuatro comunidades
101624occidente,revisaran mil microbuses,denuncian mal servicio a pasajeros
101724nacional,muere en enfrentamiento con sicario,padre e hijo responden a ataque de criminal joven perece tras 12 heridas de bala
101724guate,transito se desviara,anuncian cierre den anillo periferico del viernes al martes por trabajos en puente adolfo mijangos
101724sur,entraron de madrugada a un negocio,sorprenden a dos hombres adentro de local en la zona 1
101724norte,esperan visitas masivas,limpian y adornan cementerio para el dia de todos los santos
101724oriente,arrollado tras salir de su trbajo,trailer habria atropellado a joven cuando iba cerca del puente quebrada seca
101724centro,45 anos de ser patrimonio cultural,comision cultural alista actividades de conmemoracion por declaratoria
101724occidente,cierran paso por socavamiento,lluvias agravan dano en carretera
101824nacional,acribillan a tortillera,sicario ataca a joven cuando atendia venta muere a su ingreso al hospital
101824sur,van 10 heridos por descargas electricas,joven albanil toca cables de contador
101824guate,impulsan habitos saludables,mas de 800 vecinos conocen la importancia de comer sano en el dia mundial de la alimentacion
101824norte,recibe a pnc a balazos,hombre escandalizaba con arma de fuego
101824oriente,esposos chocan contra trailer,mujer muere camino al hospital y su pareja queda grave
101824occidente,alistan albergues,se acercan heladas y temporada fria
101824centro,sustrajo mas de q500 mil en instituto,exdirector es sentenciado a seis anos de prision por el delito de peculado
101924nacional,acribillado en su casa,matones entran a vivienda de joven que acababa de regresar de eeuu y le aciertan 14 balazos
102024nacional,encuentran muertos a madre y a sus dos hijos,vecinos descubren tres cuerpos en estado de putrefaccion menores tenian 2 y 14 anos de edad
102124nacional,cavernas afectan ruta interamericana,cierran carretera por danos y hay varias viviendas en riesgo
102124oriente,reparan 12 rutas que llevan al area rural,cuerpo de ingenieros del ejercito preve mejorar 200 km de camino
102124guate,acompanan al patrono,comienzan los festejos en honor a san judas tadeo en iglesia de la merced
102124centro,derrumbe obstaculiza tres carriles,transito se complica por trabajos de retiro de escombros
102124sur,conductor se cae al rio nima,choca contra barandal de puente y se precipita con todo y vehiculo
102124norte,lo asesinan a balazos,desconocidos ingresan a local deonde consumia licor
102124occidente,hallan cadaver en la orilla del samala,la mitan del cuerpo estaba dentro de bolsa plastica
