id,fecha,day,month,year,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
050222nacional,02/05/2022,Monday,May,2022,nacional,casa del terror,hombre toca a la puerta y dispara contra familia nina muere en su cama,4,0,4,0,0,0,0,0,0,0,0,publicidad externa,1,3,14,102468,100015,7821,92194
050322nacional,03/05/2022,Tuesday,May,2022,nacional,feliz dia del albanil,gracias por plasmar paciencia y creatividad en las edificaciones,3,0,0,0,0,0,3,0,0,1,0,nacionales,1,4,9,96091,93379,7750,85629
050422nacional,04/05/2022,Wednesday,May,2022,nacional,disparan contra la pnc y se rinden,pandilleros no tuvieron mas que entregarse al ser acorralados,3,0,1,0,0,0,2,0,0,0,0,internacional,1,7,9,95551,92821,12291,80530
050522nacional,05/05/2022,Thursday,May,2022,nacional,no sabia que eran dos,madre y bomberos se sorprenden por el nacimiento de nino y nina en ambulancia,3,0,1,1,0,0,1,0,0,0,0,deporte,1,5,14,97826,95351,8033,87318
050622nacional,06/05/2022,Friday,May,2022,nacional,dejan todo por huir de pandilleros,pobladores de retalhueleu y suchitepequez buscan refugio en quetzaltenango,3,0,1,0,0,0,1,1,0,0,0,internacional,1,6,9,96703,92369,7628,84741
050722nacional,07/05/2022,Saturday,May,2022,nacional,abuela prostituyo a menor de 14 anos,separo a nieta de sus papas para ofrecerla a estructura que dirigia una conserje del ministerio publico,3,0,2,0,0,1,0,0,0,0,1,internacional,1,7,17,99052,97070,9854,87216
050822nacional,08/05/2022,Sunday,May,2022,nacional,11 veces capturado,se le ha sindicado de plagio o secuestro robo homicidio asociacion ilicita robo agravado y obstruccion a la justicia,3,0,1,0,0,0,1,1,0,0,1,internacional,1,3,19,101004,99074,10828,88246
050922nacional,09/05/2022,Monday,May,2022,nacional,lluvia de balas les arrebata la vida,criminales atacan a seis amigos en un parque y solo dos sobreviven,4,0,2,0,1,0,1,0,0,0,1,publicidad externa,1,7,12,106300,103837,8737,95100
051022nacional,10/05/2022,Tuesday,May,2022,nacional,amor sin limites,mamas canguro salvan a bebes prematuros o bajos de peso,3,0,1,0,0,1,1,0,0,0,1,nacionales,1,3,10,96682,94227,10358,83869
051122nacional,11/05/2022,Wednesday,May,2022,nacional,triste dia de la madre,violencia intrafamiliar y criminal deja luto en tres hogares en uno de ellos el asesino le llevo rosas a su victima luego la mato y finalmente el se suicido,3,0,1,0,0,2,0,0,0,0,1,internacional,1,5,29,96402,93947,14678,79269
051222nacional,12/05/2022,Thursday,May,2022,nacional,se hace pasar por muerta para sobrevivir,mujer queda viva despues de que fue golpeada por varios hombres y arrojada a barranco,4,0,1,1,0,0,2,0,0,0,1,internacional,1,7,15,104573,102114,16074,86040
051322nacional,13/05/2022,Friday,May,2022,nacional,capturado despues de machetear a mujer,victima forcejeo con carlos peralta quien intento despojarla de sus pertenencias,3,0,1,0,0,0,2,0,0,0,1,deporte,1,6,11,104791,100472,13954,86518
051422nacional,14/05/2022,Saturday,May,2022,nacional,mas de 150 menores retornados desde mexico,la mayor cifra de rescatados de las garras de coyotes en su camino a estados unidos,3,0,1,0,0,0,1,1,0,0,1,modelo,1,7,16,96928,94950,10882,84068
051522nacional,15/05/2022,Sunday,May,2022,nacional,les pagan con la misma moneda,dos supuestos ladrones fueron abatidos a balazos cuando asaltaban a clientes de negocios en utatlan zona 11,3,0,1,0,0,0,2,0,0,0,1,modelo,1,6,17,98479,96550,8877,87673
051622nacional,16/05/2022,Monday,May,2022,nacional,le dieron gato por liebre,expolicia entrego a timadores q5 mil que le servirian para la medicina de su esposa le ofrecieron una barra de oro que resulto ser metal,4,0,1,0,0,3,0,0,0,0,1,publicidad externa,1,5,25,104697,102235,7733,94502
051722nacional,17/05/2022,Tuesday,May,2022,nacional,le queman su casa y la acusan de bruja,pobladores amenazan a mujer con lincharla si no le quita el mal que padece una recien casada,3,0,2,0,0,1,0,0,0,0,1,internacional,1,9,17,95999,93538,7752,85786
051822nacional,18/05/2022,Wednesday,May,2022,nacional,matan a dj por una cancion,baile patronal termina cuando un hombre acciona su pistola al no ser complacido con repetir una melodia,4,0,1,0,0,3,0,0,0,0,1,deporte,1,6,17,96715,93942,15155,78787
051922nacional,19/05/2022,Thursday,May,2022,nacional,compran camion en redes sociales y los matan,esposos y abuela son emboscados cuando fueron citados para recoger el vehiculo tres ninos sobreviven,4,0,2,0,0,0,2,0,0,0,1,deporte,1,8,15,96392,93906,9085,84821
052022nacional,20/05/2022,Friday,May,2022,nacional,firmes contra las extorsiones,capturan a 31 supuestos delincuentes entre ellos 21 mujeres,4,0,0,0,1,0,3,0,0,0,1,deporte,1,4,9,95625,91084,8304,82780
052122nacional,21/05/2022,Saturday,May,2022,nacional,comen almejas de la muerte,padre e hija perecen mientras cinco familiares mas fueron hospitalizados al sufrir intoxicacion alimenticia,3,0,3,0,0,0,0,0,0,0,1,internacional,1,5,14,96810,94799,8779,86020
052222nacional,22/05/2022,Sunday,May,2022,nacional,violadores capturados,por varios anos abusaron de su victima,4,0,1,0,1,0,2,0,0,0,1,deporte,1,2,7,98192,96235,8810,87425
052322nacional,23/05/2022,Monday,May,2022,nacional,volviste juanita,recobra su libertad y regresa a su pais despues de estar presa injustamente 7 anos en mexico,4,0,1,1,1,0,1,0,0,0,1,publicidad externa,1,2,17,103413,100919,8614,92305
052422nacional,24/05/2022,Tuesday,May,2022,nacional,libre y feliz en su tierra,juana alonzo quien salio de prision en mexico fue recibida por su gente con cohetes aplausos marimba y comida,4,0,0,0,0,3,1,0,0,0,1,internacional,1,6,19,94662,92155,7845,84310
052522nacional,25/05/2022,Wednesday,May,2022,nacional,asaltaban en 8 zonas de la capital,integrantes son responsables de despojar de celulares dinero y otras pertenencias a peatones,4,0,2,0,0,0,1,1,0,0,1,internacional,1,7,13,95175,92636,12207,80429
052622nacional,26/05/2022,Thursday,May,2022,nacional,muere en brazos de hijo,mujer fue tiroteada hace dos semanas sobrevivio un atentado,3,0,1,0,1,0,0,1,0,0,1,deporte,1,5,9,97030,94494,11286,83208
052722nacional,27/05/2022,Friday,May,2022,nacional,tornado arrasa con techos,calles colapsadas drenajes tapados y personas sin viviendas son parte de los estragos que nos dejan las lluvias,4,0,0,1,2,0,1,0,0,0,1,publicidad externa,1,4,18,96401,90936,5476,85460
052822nacional,28/05/2022,Saturday,May,2022,nacional,alerta en el pais,lluvias continuaran hasta el martes las areas mas afectadas seran la meseta central y el suroccidente,5,0,1,1,0,0,3,0,0,0,0,deporte,1,4,16,95292,93265,8714,84551
052922nacional,29/05/2022,Sunday,May,2022,nacional,luto en tucuru,madre y seis hijos de 15 11 10 7 y 6 asi como un bebe de 8 meses quedan soterrados por gran cantidad de lodo y piedras,5,0,1,1,2,1,0,0,0,0,0,deporte,0,3,27,100115,98153,3850,94303
053022nacional,30/05/2022,Monday,May,2022,nacional,la 31 es una realidad,los cremas celebran luego de 7 anos de sequia y los rojos lo sufren,4,0,2,1,0,0,1,0,0,0,0,publicidad externa,1,5,14,104626,102096,4953,97143
053122nacional,31/05/2022,Tuesday,May,2022,nacional,la impacta un rayo,victima es una mujer con seis meses de embarazo permanece en estado grave en el hospital,4,0,0,0,1,0,3,0,0,0,0,internacional,1,4,16,94356,91318,2607,88711
060122nacional,01/06/2022,Wednesday,June,2022,nacional,cementerio de barrio 18,mareros entierran en terreno baldio de villalobos a victimas y miembros que cometen faltas en su pandilla,4,0,2,0,0,0,2,0,0,0,0,internacional,1,4,17,94352,91782,23799,67983
060222nacional,02/06/2022,Thursday,June,2022,nacional,agatha destruye de nuevo,efectos de la tormenta y primeras lluvias destrozan 47 carreteras 5 puentes y dejan 11 muertos,4,0,1,1,0,0,1,1,0,0,0,internacional,1,4,16,95788,93250,11203,82047
060322nacional,03/06/2022,Friday,June,2022,nacional,descuartizador de 14 anos,capturan al carnicero quien secuestro torturo y asesino a por lo menos 8 personas,4,0,1,0,0,0,3,0,1,0,0,deporte,1,4,14,94825,89236,8445,80791
060422nacional,04/06/2022,Saturday,June,2022,nacional,los nombres del mal,pandilleros apodan a cada miembro de la clica segun sus caracteristicas fisicas o actos sanguinarios,4,0,0,0,0,0,4,0,0,0,0,deporte,1,4,15,94612,92589,6435,86154
060522nacional,05/06/2022,Sunday,June,2022,nacional,gritos las delatan,capturan tres menores dos de 14 anos y una de 17 cuando decapitaban a quinceanera y grababan el crimen,4,0,3,0,1,0,0,0,0,0,0,deporte,1,3,19,97764,95788,5694,90094
060622nacional,06/06/2022,Monday,June,2022,nacional,pase adelante mi rey mi reina,su gente colores y sabores son algunas de las razones por las que amamos los mercados,3,0,2,0,0,0,1,0,0,0,0,deporte,1,6,16,102095,99544,8406,91138
060722nacional,07/06/2022,Tuesday,June,2022,nacional,desagua arrastra cinco trabajadores,rescatan a tres que se llevo el agua y localizan a los otros dos ya fallecidos,3,0,1,0,1,1,0,0,0,0,0,internacional,1,4,16,94692,91941,7773,84168
060822nacional,08/06/2022,Wednesday,June,2022,nacional,cada vez mas caro,los guatemaltecos sufren alza de hasta q3 en combustibles lo cual ha hecho que tambien se encarezcan los alimentos,4,0,1,0,0,0,3,0,0,0,0,internacional,1,4,19,94136,91572,11564,80008
060922nacional,09/06/2022,Thursday,June,2022,nacional,sitiados,pobladores de ixchiguan y tajumulco san marcos amanecen en estado de sitio para frenar la constante violencia que se vive en el lugar,4,0,0,0,1,0,3,0,0,0,0,nacionales,1,1,23,95431,92776,9775,83001
061022nacional,10/06/2022,Friday,June,2022,nacional,campo de batalla bajo control,se respira el miedo entre casas abandonadas y calles cubiertas por municiones y casquillos,4,0,1,0,0,0,2,1,0,0,0,deporte,1,5,14,95347,89463,8206,81257
061122nacional,11/06/2022,Saturday,June,2022,nacional,lluvias siguen causando estragos,hasta el momento van 17 rios desbordados ademas que se contabilizan 735 personas en riesgo 15 fallecidas y unas 388 mil 542 afectadas,4,0,0,0,0,0,4,0,0,0,0,internacional,1,4,23,94777,92291,8444,83847
061222nacional,12/06/2022,Sunday,June,2022,nacional,estrenaba carro,joven y senorita fallecen luego de celebrar la compra de su vehiculo deportivo,4,0,2,0,1,0,1,0,0,0,0,modelo,1,2,13,98260,96134,8503,87631
061322nacional,13/06/2022,Monday,June,2022,nacional,interrogado hasta la muerte,en el parqueo de buses quedo un supuesto delincuente que fue amarrado y golpeado por varias personas,5,0,1,0,3,0,1,0,0,0,0,publicidad externa,1,4,17,101523,98951,8066,90885
061422nacional,14/06/2022,Tuesday,June,2022,nacional,se juegan la vida en las alturas,ante la destruccion del puente petapilla vecinos pasan sobre viejas estructuras de la linea del tren para llegar a zacapa o viceversa,4,0,1,0,1,2,0,0,0,0,0,deporte,1,7,22,93067,90471,9081,81390
061522nacional,15/06/2022,Wednesday,June,2022,nacional,muerte destruccion y caos por lluvias,-,2,0,0,0,1,0,1,0,0,0,0,internacional,1,6,1,93127,90425,12268,78157
061622nacional,16/06/2022,Thursday,June,2022,nacional,video delata a presunto asesino,imagenes revelan maltrato a joven madre que fue hallada muerta ocmpanero de hogar huyo,3,0,1,0,0,0,2,0,0,0,0,internacional,1,5,14,95796,93208,10620,82588
061722nacional,17/06/2022,Friday,June,2022,nacional,grietas se extienden a zonas habitadas,hundimiento se debe a la mezcla de fallas geologicas y el colapso de un colector alcalde de villa nueva pide estado de excepcion,4,0,1,0,0,0,3,0,0,0,0,internacional,1,6,23,93985,88209,7980,80229
061822nacional,18/06/2022,Saturday,June,2022,nacional,pesadilla en villa nueva,pobladores que viven cerca del hundimiento estan con temor de que ocurra una tragedia mayor algunos hablan de vender sus propiedades y negocios,3,0,1,0,1,0,1,0,0,0,0,internacional,1,4,23,94420,92376,10087,82289
061922nacional,19/06/2022,Sunday,June,2022,nacional,mas grande,fracasa primer intento de rellenar caverna en villa nueva ruta al pacifico paralizada y se agudizo el riesgo para vecinos del area,3,1,0,0,0,0,2,0,0,0,0,modelo,1,2,22,96834,94830,7974,86856
062022nacional,20/06/2022,Monday,June,2022,nacional,bloqueada la carretera interamericana,derrumbe en el kilometro 24 interrumpe el acceso a la capital desde occidente lluvia causa destrozos en cinco departamentos,4,0,1,1,0,0,2,0,0,0,0,publicidad externa,1,4,19,100119,97529,7772,89757
062122nacional,21/06/2022,Tuesday,June,2022,nacional,sufrido ingreso a la capital,por derrumbes y hundimientos automovilistas hacen hasta seis horas para entrar o salir de la ciudad,4,0,0,0,0,0,2,2,0,0,0,internacional,1,5,16,93607,90947,8500,82447
062222nacional,22/06/2022,Wednesday,June,2022,nacional,gringos al rescate,gobierno declara estado de calamidad en ocho departamentos mientras ingenieros del comando sur del ejercito de eeuu recomendaran puente a usar en hundimiento de la ruta al pacifico,4,0,0,0,0,0,3,1,0,0,0,deporte,1,3,28,100231,89407,14180,75227
062322nacional,23/06/2022,Thursday,June,2022,nacional,sube el precio del maiz,el quintal aumento q50 lo que representa un duro golpe a la economia pues es la base principal de la alimentacion de la poblacion guatemalteca,3,0,0,0,0,0,3,0,0,0,1,internacional,1,5,25,96916,94321,10336,83985
062422nacional,24/06/2022,Friday,June,2022,nacional,encuentran nueva caverna,descubren otra cueva bajo la carretera al pacifico,4,0,1,1,0,0,1,1,0,0,1,internacional,1,3,8,102670,89201,10837,78364
062522nacional,25/06/2022,Saturday,June,2022,nacional,devastacion,las lluvias en el pais han dejado puentes destruidos casas inundadas y pasos cerrados asi se observan desde el cielo los danos en todo el territorio,3,0,0,0,1,0,2,0,0,0,1,modelo,1,1,26,94775,92479,9116,83363
062622nacional,26/06/2022,Sunday,June,2022,nacional,caen los cucules,la policia los persiguio por 4 kilometros en la autopista a puerto quetzal y al coparlos les decomiso fusiles ar 15 y ak 47,3,1,0,0,0,0,2,0,0,0,1,deporte,1,3,24,105146,95606,7761,87845
062722nacional,27/06/2022,Monday,June,2022,nacional,vendedora atropellada,conducia ebrio e impacto contra familia,4,0,1,1,1,0,1,0,0,0,1,publicidad externa,1,2,6,102234,99392,6830,92562
062822nacional,28/06/2022,Tuesday,June,2022,nacional,macheteados por defender a su hija,padres resultan heridos en brazos y rostro cuando evitan que dos hombres la violaran,3,0,2,0,0,0,0,1,0,0,1,internacional,1,6,14,94490,91907,11546,80361
062922nacional,29/06/2022,Wednesday,June,2022,nacional,tragedia al menos 7 guatemaltecos entre las victimas,el ultimo dato contabiliza 51 migrantes que murieron asfixiados por el calor sin agua y rociados de consome,4,0,1,0,0,1,1,1,0,0,0,deporte,1,8,18,102115,92028,6519,85509
063022nacional,30/06/2022,Thursday,June,2022,nacional,vamos al mundial,guatemala vence a mexico y se clasifica a su segunda copa del mundo en la historia,1,0,0,1,0,0,0,0,0,1,0,deporte,1,3,16,102210,99643,1651,97992
070122nacional,01/07/2022,Friday,July,2022,nacional,aparecen los payasitos,en paz descanses hermanos migrantes,3,0,1,1,0,0,0,1,0,0,1,deporte,1,3,5,103544,90435,15746,74689
070222nacional,02/07/2022,Saturday,July,2022,nacional,charquito y chispita mueren estrangulados,"en medio de amenazas por atentar en los velorios, familiares despiden a artistas y piden justicia para esclarecer el caso",3,0,1,0,0,0,1,1,0,0,1,deporte,1,5,20,96463,94383,6440,87943
070322nacional,03/07/2022,Sunday,July,2022,nacional,noches de caritas tristes,despiden a chispita autoridades confirman que autores del asesinato estan en prision,2,0,0,0,0,0,1,1,0,0,1,modelo,1,4,12,103316,94044,8258,85786
070422nacional,04/07/2022,Monday,July,2022,nacional,matan a tiros a asaltantes,ladrones muerden a victimas,3,0,1,0,0,0,1,1,0,0,1,publicidad externa,1,5,4,99926,97309,7123,90186
070522nacional,05/07/2022,Tuesday,July,2022,nacional,papa lo golpea por robarle,toma dinero sin permiso de progenitor y al ser corregido termina en hospital responsable no fue capturado,3,0,0,0,0,1,1,1,0,0,1,deporte,1,5,17,96125,93512,8275,85237
070622nacional,06/07/2022,Wednesday,July,2022,nacional,coyotes llevaban a peligrosos mareros,transportaban a cinco pandilleros salvadoreños que intentaron hacer pasar por familiares,3,0,1,0,0,0,2,0,0,0,1,deporte,1,5,11,102835,92898,16256,76642
070722nacional,07/07/2022,Thursday,July,2022,nacional,madre e hijos terminan presos,hermanos fueron capturados cuando asaltaban a un repartidor una mismo situacion se dio contra la progenitora de estos por impedir la accion policial,3,0,0,0,1,0,1,1,0,0,1,deporte,1,5,23,95765,93158,8115,85043
070822nacional,08/07/2022,Friday,July,2022,nacional,segunda vez que intenta matar a su expareja,fue capturada por la policia al pretender nuevamente terminar con la vida de su exconviviente,4,0,2,0,0,0,1,1,0,0,1,deporte,0,8,15,102246,89057,10042,79015
070922nacional,09/07/2022,Saturday,July,2022,nacional,mueren cuando hacian flete a la capital,camion que salio de huehuetenango se quedo sin frenos persona que pidio jalon quedo herida,3,0,0,0,1,0,1,1,0,0,1,deporte,1,7,15,96119,93853,8612,85241
071022nacional,10/07/2022,Sunday,July,2022,nacional,lo matan frente a la casa de su expareja,visitaba esta zona seguido por lo cual se cree que fue un ajuste de cuentas,3,0,2,0,1,0,0,0,0,0,1,modelo,1,9,15,103746,94479,10277,84202
071122nacional,11/07/2022,Monday,July,2022,nacional,esperaban a esposos,asesinados eran papas de supuesto pandillero detenido investigan relacion con muerte de payasitoss,3,0,3,0,0,0,0,0,0,0,1,publicidad externa,1,3,13,101994,99395,9768,89627
071222nacional,12/07/2022,Tuesday,July,2022,nacional,acusan a paston de ser marero,capturan y expulsan de el salvador a victor hugo linares chua,3,0,0,0,1,1,1,0,0,0,1,modelo,1,6,11,94917,92027,7984,84043
071322nacional,13/07/2022,Wednesday,July,2022,nacional,madre permitia agrasion sexual contra hijas y sale en libertad,mujer aprobaba que su primo abusara de las menores juzgado los deja ir y reprograma audiencia,3,0,2,0,0,0,1,0,0,0,1,deporte,1,10,16,101468,91493,15417,76076
071422nacional,14/07/2022,Thursday,July,2022,nacional,machetean a abuela y nieta,fueron a comprar viveres cuando dos hombres salieron de matorrales en area desolada y las atacan,3,0,1,0,0,2,0,0,0,0,1,deporte,1,5,16,95091,92418,7981,84437
071522nacional,15/07/2022,Friday,July,2022,nacional,masacran a familia,asesinatos atacan a machetazos a seis personas cuatro mueren y dos sobreviven,4,0,2,0,0,2,0,0,0,0,0,deporte,1,3,12,100121,90106,9401,80705
071622nacional,16/07/2022,Saturday,July,2022,nacional,pierde la vida al volante,sicario le hace la parada y cuando piloto abre la puerta le dispara,5,0,1,0,2,1,0,1,0,0,0,publicidad externa,1,5,13,94007,88947,8168,80779
071722nacional,17/07/2022,Sunday,July,2022,nacional,triste despedida a migrantes,aldea de nahuala despide a pascual guachiac victima del furgon de la muerte,4,0,1,0,0,2,0,1,0,0,0,modelo,1,4,13,102567,93339,8878,84461
071822nacional,18/07/2022,Monday,July,2022,nacional,bono 14 activado,guatemaltecos salen a las calles comercios y puntos de diversion tras pago que dio movimiento a la economia,3,0,0,0,0,1,2,0,0,0,0,deporte,1,3,18,99946,97328,7354,89974
071922nacional,19/07/2022,Tuesday,July,2022,nacional,cinco puentes por q139 millones,seran utilizados para reponer los dañados como en villa nueva diputados señalan al alcalde javier gramajo de retrasar los trabajos de reparacion,4,0,1,0,0,2,1,0,0,0,0,internacional,1,5,22,92883,90280,7330,82950
072022nacional,20/07/2022,Wednesday,July,2022,nacional,azotado por robar chompipe,carlos caal se salvo de ser linchado por una turba luego de que fuera sorprendido hurtando aves de corral en la aldea del rosario,4,0,2,0,0,1,1,0,0,0,0,deporte,1,4,24,99987,89964,13543,76421
