id,fecha,day,month,year,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
070523nacional,05/07/2023,Wednesday,July,2023,nacional,se inicia revision de resultados,juntas electorales contaron votos verificaron impugnaciones y cotejaron actas al menos tres concluyeron proceso,4,1,3,0,0,0,0,0,0,0,1,deporte,1,5,14,90471,88141,8317,79824
070623nacional,06/07/2023,Thursday,July,2023,nacional,emotiva y triste despedida,maestros companeros de la escuela vecinos y familiares velan los restos de las hermanitas ahogadas en el puerto,4,1,1,1,0,1,0,0,0,0,1,deporte,1,4,18,80208,77842,10732,67110
070723nacional,07/07/2023,Friday,July,2023,nacional,defiende la democracia,juntas electorales finalizan mandato de la cc y custodian los votos tras recento se confirman los resultados,4,2,2,0,0,0,0,0,0,0,1,deporte,1,3,17,79762,75840,7310,68530
070823nacional,08/07/2023,Saturday,July,2023,nacional,maestro machetea a su esposa,victima esta grave en el hospital,4,0,3,1,0,0,0,0,0,0,1,deporte,1,5,6,78615,76665,6271,70394
070923nacional,09/07/2023,Sunday,July,2023,nacional,ultimo encuentro con libni,al grito de goool y aplauso la futbolista asesinada fue sepultada,4,0,2,0,0,1,1,0,0,0,1,deporte,1,4,11,81529,79650,7012,72638
071023nacional,10/07/2023,Monday,July,2023,nacional,accidentes mortales,en cinco horas en rutas principales fallecen cuatro personas y seis quedan heridas,4,0,2,1,1,0,0,0,0,0,1,deporte,1,2,13,85256,82189,8258,73931
071123nacional,11/07/2023,Tuesday,July,2023,nacional,cae alcalde por vinculos con el narco,jefe edil de cuilapa es requerido por estados unidos,4,1,2,0,0,0,1,0,0,0,1,publicidad propia,1,7,9,78590,76276,8991,67285
071223nacional,12/07/2023,Wednesday,July,2023,nacional,perdieron todo,despues de las torrenciales lluvias vecinos de la colonia la barca tratan de recuperar objetos de sus viviendas,4,1,1,0,1,0,1,0,0,0,1,modelo,1,2,18,79281,76331,8163,68168
071323nacional,13/07/2023,Thursday,July,2023,nacional,tse hace oficial torres y arevalo van a segunda vuelta el 20 de agosto,faltan 38 dias,3,3,0,0,0,0,0,0,0,0,1,deporte,1,14,3,84208,81788,8658,73130
071423nacional,14/07/2023,Friday,July,2023,nacional,defienden la constitucion,cc y tse rechazan orden de juez y confirman segunda vuelta entre sandra torres y bernardo arevalo para el 20 de agosto,2,2,0,0,0,0,0,0,0,0,1,deporte,1,3,22,86487,82639,11377,71262
071523nacional,15/07/2023,Saturday,July,2023,nacional,mata a su esposa e intenta descuartizarla,hombre se salva de ser linchado pretendia desaparecer el cuerpo,4,1,2,0,1,0,0,0,0,0,1,deporte,1,7,10,80011,78065,7810,70255
071623nacional,16/07/2023,Sunday,July,2023,nacional,terror en desfile hipico,tres muertos tres heridos y cuatro capturados deja tiroteo en exhibicion de caballos,3,1,2,0,0,0,0,0,0,0,1,deporte,1,4,13,83682,81791,7343,74448
071723nacional,17/07/2023,Monday,July,2023,nacional,70 accidentes en 24 horas,hombre muere carbonizado despues de estrellar su carro en una parasela,3,0,1,1,1,0,0,0,0,0,1,deporte,1,5,11,87095,84720,8144,76576
071823nacional,18/07/2023,Tuesday,July,2023,nacional,matanza en carcel,miembros de la banda los calavera fueron encontrados muertos en el boqueron,4,0,2,0,0,0,1,1,0,0,1,deporte,1,3,12,80962,78582,9608,68974
071923nacional,19/07/2023,Wednesday,July,2023,nacional,se escapan de la muerte,victimas de accidente de transito cuentan como sobreviven despues de la tragedia,4,0,2,0,2,0,0,0,0,0,1,deporte,1,5,12,81217,78845,8944,69901
072023nacional,20/07/2023,Thursday,July,2023,nacional,rescate mortal,matan a balazos a guardias de sistema penitenciario durante escape de reo peligroso,4,0,2,0,0,1,1,0,0,0,1,deporte,1,2,13,82145,79783,8416,71367
072123nacional,21/07/2023,Friday,July,2023,nacional,comando ataca a alcaldesa,grupo arremete con armas de grueso calibre contra isel suniga hija del pocho muerto en estados unidos luego de su extradicion,4,0,1,0,0,0,2,0,1,0,1,deporte,1,4,21,82102,78290,8630,69660
072223nacional,22/07/2023,Saturday,July,2023,nacional,tse exige no interferir en elecciones,cc dice no pueden cancelar el partido ni anular comicios,2,2,0,0,0,0,0,0,0,0,1,modelo,1,6,10,78840,76863,7037,69826
072323nacional,23/07/2023,Sunday,July,2023,nacional,presidios bajo fuego,acribillan a director de la carcel los jocotes,4,1,2,0,1,0,0,0,0,0,1,deporte,1,3,8,82125,80251,9183,71068
072423nacional,24/07/2023,Monday,July,2023,nacional,guerra contra presidios,en menos de una semana han ocurrido cuatro atentados mortales contra directores y guardias de las carceles,4,0,2,0,1,0,1,0,0,0,1,deporte,1,3,17,85726,83370,5277,78093
072523nacional,25/07/2023,Tuesday,July,2023,nacional,muerte en el preventivo,por segundo dia consecutivo se produce un asesinato en el centro carcelario le quitan la vida al hermano del acribillado el domingo,4,0,2,0,0,1,1,0,0,0,1,publicidad propia,1,4,22,79772,77408,7271,70137
072623nacional,26/07/2023,Wednesday,July,2023,nacional,precios suben el doble,ahora familias gastan hasta q150 por timepo de comida tambien el combustible al alza,4,1,2,0,0,0,1,0,0,0,1,publicidad externa,1,4,14,78889,76505,4820,71685
072723nacional,27/07/2023,Thursday,July,2023,nacional,asesinan a prestamista colombiano,hombre se encontraba cerca del mercado repartiendo tarjetas en las que pfrecia creditos,4,0,3,0,0,0,1,0,0,0,1,deporte,1,4,13,82558,80167,14791,65376
072823nacional,28/07/2023,Friday,July,2023,nacional,guatemala motorizada felicidades en su dia,el 46 porciento de los vehiculos en este pais son de dos ruedas encuentra en nuestra edicion temas de interes para este sector,4,0,0,0,0,0,2,1,1,0,1,deporte,1,6,23,82197,78329,8906,69423
072923nacional,29/07/2023,Saturday,July,2023,nacional,lo sorprenden intentando violar a menor,padrastro de nina de 10 anos la lleva de compras y la mete entre unos matorrales,4,0,3,1,0,0,0,0,0,0,1,deporte,0,6,16,78119,76051,7227,68824
073023nacional,30/07/2023,Sunday,July,2023,nacional,los meros meros del volante,feliz dia del piloto para los transportistas que trasladan a los miles de guatemaltecos en todas las rutas y carreteras del pais,4,0,1,1,1,0,1,0,0,0,1,deporte,0,5,22,80238,78354,4272,74082
073123nacional,31/07/2023,Monday,July,2023,nacional,dos fallecidos por intensas lluvias,perdieron la vida soterrados en su casa,4,0,2,1,1,0,0,0,0,0,1,deporte,1,5,7,84127,81753,2441,79312
080123nacional,01/08/2023,Tuesday,August,2023,nacional,aldea queda bajo el agua,el 80 porciento de la infraestructura de yulwitz santa cruz barillas resulto afectada a causa de las fuertes lluvias la temporada ha dejado 20 personas fallecidas,4,1,2,0,1,0,0,0,0,0,1,publicidad propia,1,5,26,78685,76227,18199,58028
080223nacional,02/08/2023,Wednesday,August,2023,nacional,acribillan en barberia,un menor de edad le acerto varios disparos en el rostro,4,1,2,0,0,0,1,0,0,0,1,modelo,1,3,11,79600,77246,9784,67462
080323nacional,03/08/2023,Thursday,August,2023,nacional,maras buscan control de institutos,pandilleros quieren reclutar a menores que estudian en por lo menos seis establecimientos,4,0,1,0,1,1,1,0,0,0,1,deporte,1,5,13,79579,77180,7652,69528
080423nacional,04/08/2023,Friday,August,2023,nacional,colapsa ruta al pacifico,nuevo hundimiento en el kilometro 17 punto 5 causa el cierre total del area y grandes complicaciones de transito,4,0,2,0,1,0,1,0,0,0,1,deporte,1,4,19,79549,75672,7153,68519
080523nacional,05/08/2023,Saturday,August,2023,nacional,colocaran puente en ruta colapsada,el ejercito empezara trabajos en el hudimiento para habilitar el paso en el km 15 punto 5 al pacifico,4,0,3,0,0,0,1,0,0,0,1,modelo,1,5,19,79115,77181,7151,70030
080623nacional,06/08/2023,Sunday,August,2023,nacional,con engano lo sacan de su casa,mototaxista dijo si a un viaje pero al llegar a la direccion encontro la muerte,4,0,2,0,0,1,1,0,0,0,1,deporte,1,7,15,80720,78839,6367,72472
080723nacional,07/08/2023,Monday,August,2023,nacional,acribillan a hijo del exfutbolista montepeque,tres familiares y un vendedor quedan heridos,4,0,2,1,0,0,1,0,0,0,1,deporte,0,6,7,84982,82625,6415,76210
080823nacional,08/08/2023,Tuesday,August,2023,nacional,puente servira solo para transporte liviano,paso provisional en el km 17 punto 5 al pacifico sera solo de dos carriles buses y trailers deberan usar vias alternas,4,0,3,0,0,0,1,0,0,0,1,deporte,0,6,22,78302,75959,6719,69240
080923nacional,09/08/2023,Wednesday,August,2023,nacional,masacrados cerca de mercado,balacera deja tres personas fallecidas y dos heridas,4,0,4,0,0,0,0,0,0,0,1,modelo,1,4,8,79598,77121,11185,65936
081023nacional,10/08/2023,Thursday,August,2023,nacional,caceria contra asaltabuses,mientras autoridades inspeccionan camionetas de rutas express detienen y golpean a dos supuestos ladrones,4,0,2,0,0,0,1,1,0,0,1,deporte,1,3,14,79001,76639,7746,68893
081123nacional,11/08/2023,Friday,August,2023,nacional,hasta la ultima carcajada muere velorio,el comediante rafael hernandez fallece a los 83 anos,4,0,0,1,1,1,1,0,0,0,1,deporte,1,6,9,80070,76209,8886,67323
081223nacional,12/08/2023,Saturday,August,2023,nacional,espectaculo helado,algunos observan con amocion los campos tenidos de blanco por la caida de granizo mientras otros se entristecen por el dano en sus cultivos,4,0,1,0,0,1,2,0,0,0,1,deporte,0,2,24,77426,75481,7329,68152
081323nacional,13/08/2023,Sunday,August,2023,nacional,autopista en deterioro,a tres meses y medio de que se elimino el peaje la carretera esta en total abandono y se incrementan los accidentes,4,0,2,0,0,0,2,0,0,0,1,deporte,0,3,22,79439,77568,7048,70520
081423nacional,14/08/2023,Monday,August,2023,nacional,iban a ver al cristo negro,peregrinacion de hermanos termina en tragedia pues mueren en accidente de transito,4,0,1,0,1,0,2,0,0,0,1,deporte,0,6,12,82832,80466,5871,74595
081523nacional,15/08/2023,Tuesday,August,2023,nacional,se ensarta hierro en intento de robo,varilla se le incrusta en el gluteo y la espalda sus complices lo dejan abandonado,4,0,2,0,1,0,0,1,0,0,1,deporte,1,7,15,75104,72758,6056,66702
081623nacional,16/08/2023,Wednesday,August,2023,nacional,asaba carne de pitbull,guardia argumenta que destazo a su perra porque comia gatos y pollos temia que atacara a su familia,4,0,2,0,1,0,1,0,0,0,1,publicidad externa,1,4,18,78773,76409,10428,65981
081723nacional,17/08/2023,Thursday,August,2023,nacional,violan y estrangulan a nina migrante guatemalteca,su padre la encontro tirada debajo de una cama al regresar del trabajo,4,0,3,0,0,0,1,0,0,0,1,deporte,1,7,13,78371,74867,8128,66739
081823nacional,18/08/2023,Friday,August,2023,nacional,desnutricion sigue en aumento,cada mes hay mas casos de deficiencia nutricional a ello se suma que 604 mil guatemaltecos no estan comiendo durante el dia,3,1,0,0,1,0,1,0,0,1,1,deporte,1,4,22,77905,74067,7584,66483
081923nacional,19/08/2023,Saturday,August,2023,nacional,los ojos puestos en guatemala,ciudadanos comunidad internacional y observadores siguen atentos el proceso electoral,3,2,0,0,0,0,1,0,0,1,1,deporte,0,5,10,77162,75209,5745,69464
082023nacional,20/08/2023,Sunday,August,2023,nacional,guatemala elige hoy al nuevo gobernante,la segunda vuelta electoral definira al sucesor de alejandro giammattei,1,1,0,0,0,0,0,0,0,1,1,deporte,0,6,10,79336,77364,5418,71946
082123nacional,21/08/2023,Monday,August,2023,nacional,bernardo presidente arevalo hace historia,gana eleccion y gobernara guatemala tal como lo hizo su papa juan jose de 1945 a 1951,1,1,0,0,0,0,0,0,0,1,1,publicidad externa,0,5,17,154735,152397,29796,122601
082223nacional,22/08/2023,Tuesday,August,2023,nacional,preparando equipo de trabajo,el binomio presidencial electo bernardo arevalo y karin herrera comienza su planificacion laboral e integracion del gabinete,3,1,1,0,0,0,1,0,0,1,1,modelo,1,4,17,85265,82885,10483,72402
082323nacional,23/08/2023,Wednesday,August,2023,nacional,victimas de asalto,mueren acuchillados y a balazos ultimos casos un hombre y una mujer que no queria entregar sus pertenencias,5,0,1,1,0,0,2,0,0,0,1,deporte,1,3,18,78753,76321,10595,65726
082423nacional,24/08/2023,Thursday,August,2023,nacional,entrevista con bernardo arevalo,presidente electo cuenta a nuestro diario sobre las acciones que tomara cuando tome posesion,4,1,0,1,0,0,2,0,0,1,1,deporte,1,4,14,79119,76749,7866,68883
082523nacional,25/08/2023,Friday,August,2023,nacional,decubren planes para asesinar a arevalo,revelan que agentes estatales y particulares querrian matar al presidente electo pandilleros tambien buscan su muerte,4,0,2,1,0,0,1,0,0,0,1,deporte,1,6,16,89442,85543,11556,73987
082623nacional,26/08/2023,Saturday,August,2023,nacional,capturados por masacrar a familia,agarran a miembros de la ms como responsables de acribillar a cinco personas en barcena uno vestia un sudadero manchado de sangre,4,1,2,0,0,0,1,0,0,1,1,modelo,1,5,22,77613,75633,6708,68925
082723nacional,27/08/2023,Sunday,August,2023,nacional,acribillan a exdiputado,milton guerra hacia compras en un aserradero cuando hombres armados le dieron muerte,4,0,2,0,0,2,0,0,0,0,1,deporte,1,3,13,80254,78375,7638,70737
082823nacional,28/08/2023,Monday,August,2023,nacional,nuestro campeon,grijalva roza la gloria en el mundial de atletismo por segundo ano consecutivo,4,0,1,1,0,0,2,0,0,0,1,deporte,0,2,13,83336,80925,6973,73952
082923nacional,29/08/2023,Tuesday,August,2023,nacional,oficialmente como binomio electo a bernardo arevalo y karin herrera,registro de ciudadanos suspende de manera provisional al partido semilla,4,1,2,0,0,0,1,0,0,1,1,deporte,1,10,10,85430,83072,10502,72570
083023nacional,30/08/2023,Wednesday,August,2023,nacional,fuerzas de seguridad bajo ataque,comando armado atraviesa vehiculo y asesina a jefe y a agente de la policia municipal de ayutla,4,0,4,0,0,0,0,0,0,0,1,modelo,1,5,17,77501,74987,4546,70441
083123nacional,31/08/2023,Thursday,August,2023,nacional,mas de 12 mil casos de dengue,en todos los departamentos se reportan brotes cifra alcanza 22 fallecidos,4,1,1,1,0,0,1,0,0,1,1,publicidad externa,1,7,11,77922,75537,2036,73501
090123nacional,01/09/2023,Friday,September,2023,nacional,emergencia nacional por dengue,ministerio de salud e institutociones se unen para combatir epidemis en todo el pais,4,0,2,1,0,0,1,0,0,0,1,publicidad propia,1,4,14,78412,74601,20148,54453
090223nacional,02/09/2023,Saturday,September,2023,nacional,matan a madre he hijo en velorio,sicarios causan panico en vela de una vecina en el barrio la arenera,4,1,2,0,1,0,0,0,0,0,1,deporte,1,7,13,76979,75060,7674,67386
090323nacional,03/09/2023,Sunday,September,2023,nacional,por la democracia,manifestantes exigen renuncia de funcionarios y expresan su apoyo al binomio presidencial electo,4,1,2,0,1,0,0,0,0,0,1,deporte,1,3,13,79695,77822,7200,70622
090423nacional,04/09/2023,Monday,September,2023,nacional,corredores invaden ciudad,miles llenaron las calles de la capital durante la 21k,3,0,1,0,0,1,1,0,0,0,1,deporte,1,3,10,82939,80583,6457,74126
090523nacional,05/09/2023,Tuesday,September,2023,nacional,intento salvar a su hijo de las balas,hombre cubre a su pequeño de tres anos pero ambos mueren,4,0,3,0,1,0,0,0,0,0,1,deporte,1,8,11,76149,73696,7854,65842
090623nacional,06/09/2023,Wednesday,September,2023,nacional,vapulean a asaltabuses,pasajeros se organizan para capturar y golpear a ladrones que abordan bus en la calzada roosevelt,4,1,3,0,0,0,0,0,0,0,1,modelo,1,3,16,77005,74576,9971,64605
090723nacional,07/09/2023,Thursday,September,2023,nacional,guerra de narcos se disputan ayutla,autoridades refieren que grupos de narcotraficantes de mexico buscan apropiarse del area que usan para trasiego de drogas migrantes y contrabando,4,1,1,0,1,0,1,0,0,0,1,deporte,1,6,21,87576,85229,13605,71624
090823nacional,08/09/2023,Friday,September,2023,nacional,mi patria adorada,con goles de carlos mejia y pedro altan guatemala vence a el salvador en la liga de naciones,4,0,2,1,0,0,1,0,0,0,1,deporte,1,3,18,81115,77280,10022,67258
090923nacional,09/09/2023,Saturday,September,2023,nacional,vigilan desde el aire,patrullas terrestres continuan para proteger ciudad fronteriza de ayutla,4,0,1,0,1,0,2,0,0,0,1,deporte,1,4,9,76944,75015,7237,67778
091023nacional,10/09/2023,Sunday,September,2023,nacional,emboscada mortal,sicarios persiguen a hombre hasta gaslinera y lo matan cuando intetaba ponerse a salvo,4,0,4,0,0,0,0,0,0,0,1,deporte,0,2,14,79559,77692,6346,71346
091123nacional,11/09/2023,Monday,September,2023,nacional,con el corazon en la mano,gol de oscar santis evita derrota ante panama y desata la locura de los fanaticos de la azul y blanco,4,0,1,1,0,0,2,0,0,0,1,publicidad externa,0,6,20,93366,91001,12683,78318
091223nacional,12/09/2023,Tuesday,September,2023,nacional,quedan con la pistola en la mano,en jornada sangrienta matan a tres supuestos delincuentes cuando intetaban asaltar,4,0,1,0,0,0,3,0,0,0,1,deporte,1,7,11,80369,78004,6204,71800
091323nacional,13/09/2023,Wednesday,September,2023,nacional,transicion detenida,el binomio electo suspende la transmision de poder y pide renuncia de funcionarios por allanamientos del mp al tse,4,1,2,0,0,0,1,0,0,0,1,modelo,1,2,19,79816,77458,14920,62538
091423nacional,14/09/2023,Thursday,September,2023,nacional,mp cuenta votos,diversos sectores accionan en las cortes contra medidas de la feci,4,1,1,0,0,0,2,0,0,0,1,publicidad externa,1,3,11,78116,75791,10216,65575
091523nacional,15/09/2023,Friday,September,2023,nacional,festejos patrios,cientos de hombres mujeres y ninos con antorcha en mano conmemoran los 202 anos de independencia,4,1,2,0,0,0,1,0,0,0,1,deporte,1,2,16,70681,66924,8227,58697
091623nacional,16/09/2023,Saturday,September,2023,nacional,derroche de orgullo y tradicion,desfiles reviven el patriotismo en todo el pais,4,0,2,0,1,0,1,0,0,0,1,modelo,1,5,8,76743,74839,8880,65959
091723nacional,17/09/2023,Sunday,September,2023,nacional,cada 4 horas desaparece una mujer,en guatemala se reportan seis casos por dia y en el ano se han activado 1426 alertas isabel claudina,4,0,2,0,0,0,2,0,0,0,1,deporte,0,6,19,79983,78119,13798,64321
091823nacional,18/09/2023,Monday,September,2023,nacional,tristeza en el motagua,los 474 kilometros de largo son en su mayoria corretadas que trasladan millones de desechos,4,0,3,0,0,0,1,0,0,0,1,deporte,0,4,15,83796,81436,10185,71251
091923nacional,19/09/2023,Tuesday,September,2023,nacional,motagua un rio de desechos,toneladas de basura zapatos y hasta animales muertos flotan en el afluente,4,1,1,0,0,0,1,1,0,0,1,deporte,1,5,12,76645,74287,10238,64049
092023nacional,20/09/2023,Wednesday,September,2023,nacional,buscaban casa y encuentran la muerte,dos mujeres querian mudarse y alquilar una vivienda cuando un hombre las acribillo un menor quedo con heridas,4,0,2,1,0,0,1,0,0,0,1,deporte,1,6,18,77586,75229,8608,66621
092123nacional,21/09/2023,Thursday,September,2023,nacional,asesinado por negarse a ser pandillero,menor de 15 anos fue sacado de su instituto con enganos por una mujer y al llegar a un callejon lo mataron,4,0,1,1,0,0,2,0,0,0,1,deporte,1,6,22,77821,75461,8726,66735
092223nacional,22/09/2023,Friday,September,2023,nacional,sobreviven entre basura,aldea el quetzalito con 400 habitantes esta rodeada de toneladas de desechos que viajan a traves del rio motagua,4,0,2,0,0,1,1,0,0,0,1,deporte,1,3,19,76510,72690,6725,65965
092323nacional,23/09/2023,Saturday,September,2023,nacional,abusa de alumnas en recreo,maestro fue denunciado por estudiantes el 19 de este mes se le giro captura,4,0,2,0,0,0,2,0,0,0,1,modelo,1,5,14,76433,74540,8444,66096
092423nacional,24/09/2023,Sunday,September,2023,nacional,peligro en la ruta,en lo que va del mes han ocurrido 34 accidentes en la cuesta de villalobos,4,0,0,0,2,1,0,1,0,0,1,modelo,1,4,15,78504,76639,10709,65930
092523nacional,25/09/2023,Monday,September,2023,nacional,muerte en el campo,aficionado es asesinado a tiros y jugador que haria saque de banda queda herido,4,0,2,1,1,0,0,0,0,0,1,modelo,1,4,14,81749,79396,8595,70801
092623nacional,26/09/2023,Tuesday,September,2023,nacional,lluvia desata muerte,rescatistas encuentran 5 cadaveres de 19 personas desaparecidas luego de que correntada arrasara con 5 viviendas,1,0,0,0,0,0,1,0,0,0,1,publicidad propia,1,3,16,76630,74254,7412,66842
092723nacional,27/09/2023,Wednesday,September,2023,nacional,plegarias por los desaparecidos,familiares claman por la recuperacion de los restos de sus seres queridos mientras sigue la busqueda,4,0,0,1,1,0,2,0,0,0,1,deporte,1,4,16,75943,73567,9094,64473
092823nacional,28/09/2023,Thursday,September,2023,nacional,entre la trajedia y las despedidas,en medio del ultimo adios a una de las victimas del deslave equipos de socorro hallan otros tres cuerpos,4,0,1,1,0,1,1,0,0,0,1,publicidad externa,1,6,19,77346,74913,7806,67107
092923nacional,29/09/2023,Friday,September,2023,nacional,crimen viaja sobre ruedas,delincuentes drogan con dulces y agua a las victimas para asaltarlas y violarlas,4,0,2,0,0,0,2,0,0,0,1,deporte,1,4,13,76386,72409,5105,67304
093023nacional,30/09/2023,Saturday,September,2023,nacional,57 mil deportados,2023 podria ser el ano con mayor numero de retornados en 2022 hubo 94 mil,4,1,0,1,0,1,1,0,0,0,1,deporte,1,3,15,75128,73170,3769,69401
100123nacional,1/10/2023,Sunday,October,2023,nacional,secuestran actas electorales,tse dice que ya no es garante de resultados de la votacion general de la primera vuelta mp asegura que accion no vulnera la custodia del voto,4,2,0,0,1,0,1,0,0,0,1,deporte,0,3,27,77933,76019,13117,62902
100223nacional,2/10/2023,Monday,October,2023,nacional,con plegarias recuerdan a ninos,vecinos del asentamiento dios es fiel rinden homenaje a fallecidos y desaparecidos en tragedia hace ocho dias,4,0,3,0,0,0,1,0,0,0,1,deporte,1,5,17,80307,77918,8153,69765
100323nacional,3/10/2023,Tuesday,October,2023,nacional,engana a jueza y sale libre,lider de la ms evade la justicia presentando una identidad falsa,4,1,1,0,1,0,1,0,0,0,1,deporte,1,6,11,73774,71376,7848,63528
100423nacional,4/10/2023,Wednesday,October,2023,nacional,intentan asaltar y le disparan,mujer caminaba cuando hombre trata de arrebatarle su cartera ella saca un arma y le pega cuatro balazos,4,0,2,0,1,0,1,0,0,0,1,deporte,1,5,18,73811,71408,9926,61482
100523nacional,5/10/2023,Thursday,October,2023,nacional,balazos durante discusion de presupuesto,reunion en el interior del despacho del alcalde de zacapa termina con detonaciones de arma de fuego muere el gerente de compras,4,0,2,1,1,0,0,0,0,0,1,deporte,1,5,22,71909,69727,7251,62476
100623nacional,6/10/2023,Friday,October,2023,nacional,corte de constitucionalidad resuelve,cc dice que juez csj y mp pueden accionar si tienen fundamentos mientras sectores manifiestan defensa de la democracia,4,1,1,0,1,0,0,1,0,0,1,modelo,1,4,19,70052,66449,12584,53865
100723nacional,7/10/2023,Saturday,October,2023,nacional,aumentan manifestaciones en defensa de la democracia,varios sectores se suman a la solicitud de renuncia de autoridades del mp bloqueos alcanzan hasta 75 puntos en todo el pais,2,1,0,0,0,0,1,0,0,0,1,modelo,1,7,22,61204,59826,4709,55117
100823nacional,8/10/2023,Sunday,October,2023,nacional,abarrotan mercados,guatemaltecos temen falta de productos luego de anuncios sobre posible cierre de comercios,4,1,0,0,0,0,2,1,0,0,1,modelo,1,2,13,63797,62435,10700,51735
100923nacional,9/10/2023,Monday,October,2023,nacional,protestas cumplen 8 dias,anuncian mas cierres en carreteras y comercios manifestantes exigen renuncias en el mp y defensa del proceso electoral,4,0,0,1,1,1,1,0,0,0,1,deporte,1,4,18,61680,59922,18372,41550
101023nacional,10/10/2023,Tuesday,October,2023,nacional,vandalismo empana manifestaciones pacificas,grupos infiltrados ejecutan actos de violencia con los que incitan a saqueos obligan a cierres de negocios y hacen cobros ilegales para permitir circular entre bloqueos,3,1,0,0,0,0,2,0,0,0,1,publicidad externa,0,4,26,49527,47898,10598,37300
101123nacional,11/10/2023,Wednesday,October,2023,nacional,turba deja sin agua 10 zonas de la capital,fuerzas de seguridad se retiran y manifestantes toman control de planta que abastece a la ciudad de guatemala,3,0,0,0,0,1,2,0,0,0,1,modelo,1,9,18,54093,52441,11743,40698
101223nacional,12/10/2023,Thursday,October,2023,nacional,escasean la gasolina y los alimentos por bloqueos,en retalhuleu se acabo el combustible crisis se agudiza en varios departamentos por no cumplir con la orden de cc de permitir la libre locomocion,4,1,0,0,0,0,2,1,0,0,1,deporte,0,8,25,56254,54571,7147,47424
101323nacional,13/10/2023,Friday,October,2023,nacional,q13 millones en perdidas,productores y agricultores han tirado a la basura la verdura que se les pudrio debido a los bloqueos,4,0,0,0,0,0,4,0,0,0,1,deporte,1,4,18,58366,55158,6832,48326
101423nacional,14/10/2023,Saturday,October,2023,nacional,cc ordena liberar presa y restablecer el agua,cientos de vecinos se quedan sin el vital liquido y ministerio de salud asegura que en 72 horas habra crisis,4,0,1,0,0,0,3,0,0,0,1,deporte,0,8,20,69758,68092,11279,56813
101523nacional,15/10/2023,Sunday,October,2023,nacional,abarrotan mercados para abastecerse,vecinos salen a realizar sus compras de alimentos a precios mas elevados debido a los 13 dias de bloqueos ilegales,4,0,0,0,1,0,3,0,0,0,1,publicidad propia,0,4,20,70525,68918,11307,57611
101623nacional,16/10/2023,Monday,October,2023,nacional,hasta seis horas de fila para echar gasolina,en diferentes lugares ciudadanos madrugaron para llenar sus carros de combustible,4,0,0,0,1,1,2,0,0,0,1,deporte,0,8,11,71641,69575,9249,60326
101723nacional,17/10/2023,Tuesday,October,2023,nacional,ataques durante bloqueos dejan un muerto,en al menos 4 retenes ilegales hubo disturbios en san marcos murio una persona y quemaron una patrulla y un auto,4,0,1,1,1,0,1,0,0,0,1,publicidad propia,0,6,21,71485,69371,9207,60164
101823nacional,18/10/2023,Wednesday,October,2023,nacional,hoy cierran mercados,vendedores de flores de comida pilotos entre los trabajos que no han generado ingresos en la ultima quincena por bloqueos,4,0,1,0,0,0,3,0,0,0,1,deporte,1,3,20,69638,67441,7861,59580
101923nacional,19/10/2023,Thursday,October,2023,nacional,liberan acceso al mp,los 48 cantones y autoridades acuedan que dejaran ingresar a instalaciones pero no cesaran manifestaciones y bloqueos,4,0,0,1,1,1,1,0,0,0,1,deporte,0,4,17,71882,69650,7602,62048
102023nacional,20/10/2023,Friday,October,2023,nacional,aun hay siete desaparecidos,han pasado 25 dias desde la tragedia en el asentamiento dios es fiel y familias aun esperan velar a sus seres queridos vecinos temen nueva invasion,4,1,0,0,1,1,1,0,0,0,1,modelo,1,4,26,71316,67604,9468,58136
102123nacional,21/10/2023,Saturday,October,2023,nacional,levantan bloqueos,los 48 cantones anuncian que despues de 19 dias queda libre ruta interamericana en cuatro caminos,4,0,2,0,0,0,1,1,0,0,1,deporte,1,2,16,73438,71628,8893,62735
102223nacional,22/10/2023,Sunday,October,2023,nacional,ciudad fantasma,107 casas quedan abandonadas a raiz de la devastacion causada por el rio pinula,4,0,2,0,1,0,1,0,0,0,1,deporte,1,2,14,76838,75060,10321,64739
102323nacional,23/10/2023,Monday,October,2023,nacional,53 muertos por dengue,ministerio de salud reporta mas de 200 porciento de fallecidos en comparacion con el ano pasado,4,0,2,0,0,0,2,0,0,0,1,deporte,1,4,16,78743,76390,10329,66061
102423nacional,24/10/2023,Tuesday,October,2023,nacional,macabro hallazgo,primera hipotesis menciona que las tres victimas podrian ser extorsionistas,4,0,2,0,0,2,0,0,0,0,1,deporte,0,2,10,73104,70797,8379,62418
102523nacional,25/10/2023,Wednesday,October,2023,nacional,lo matan de 10 punaladas,hombre que usaba muletas fue brutalmente asesinado en el sector de la linea,4,0,2,0,1,0,1,0,0,0,1,modelo,1,5,13,73861,71561,8113,63448
102623nacional,26/10/2023,Thursday,October,2023,nacional,balacera y muerte frente a escuela,ejecutan a pandillero frente a ninos y adolescentes que entraban a estudiar,4,0,1,1,2,0,0,0,0,0,1,deporte,0,6,12,74418,72112,11269,60843
